record_id,field,original_text,word_count,emotion_positive_amplitude,emotion_neutral_amplitude,emotion_negative_amplitude,reform_positive_amplitude,reform_reactive_amplitude,reform_superficial_amplitude,positive_emotion_intensity,negative_emotion_intensity,active_voice_bonus,future_tense_bonus,context_type,reform_word_count,frame_competition,emotion_frame_strength,reform_frame_strength,frame_entanglement,von_neumann_entropy,semantic_interference,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,circuit_depth,circuit_gates,qubit_count,quantum_frames_enabled,analysis_version
556,影片對話,"劉志華：
「川普講話又火了！說如果俄烏不讓步，美國就不斡旋了。台灣人可能會問——這場戰爭關我們什麼事？其實，關係大了！」

🎤藍營觀點（林正雄）
「我覺得川普的這一招是為了回到美國利益為主的原則。他當...",232,0.0,0.3314859950125599,0.9434601396511318,0.33,0.33,0.34,0.0,0.74,0.0,0.15000000000000002,normal,0,0.7969324700349969,0.16074783785939434,0.2881521621406059,0.004354880672379088,0.7969324700349971,0.000976562500000001,0.4090659567639988,0.3835639343431889,0.5411287713393774,2,8,6,True,quantum_frames_v1.0
557,影片對話,"主持人開場（語氣沉穩）：
今天要談的，是苗栗頭份家暴案中，一名警員果斷開槍擊斃挾持女友的嫌犯，卻遭檢方以「過失致死罪」3萬元交保的爭議。

一邊是員警冒死執法保護人質，一邊卻要被偵辦、寫報告、跑法院，...",453,0.0,0.31622776601683794,0.9486832980505138,0.33,0.33,0.34,0.0,0.75,0.0,0.1,normal,0,0.7893735144580727,0.1599975416016399,0.28890245839836026,0.004514514609527132,0.7893735144580729,0.000976562500000001,0.4060423745332291,0.3851319601963781,0.5371992342993644,2,8,6,True,quantum_frames_v1.0
558,影片對話,"主持人A（略嚴肅）：
「這次合歡山聯合淨山，短短幾天就清出了900公斤垃圾，光是聽到這個數字就有點不可思議。我們是去登山還是去倒垃圾的？」

名嘴B（環保人士）：
「其實這不是第一次看到這種情況，塑膠...",253,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.05,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
559,影片對話,"名嘴甲（偏綠，資深媒體人）：
「坦白講，阿扁這次出來講這番話，蠻有份量的。他是曾經走過最高峰，也跌過最深谷的人。他懂得，什麼叫做『言論自由』的代價。現在這社會動不動就貼人家標籤、打成統派、舔共、側翼、...",520,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
560,影片對話,"張嘴哥（火爆型）｜
先說結論：樋口飯糰，現在不是在賣飯糰，是在賣「被逼遷的無奈」跟「台灣人最後的溫暖」。
你認真做生意，生意好了，房東看到你火，第一反應不是祝福你——是加你房租，把你趕出去。這是在獎勵...",438,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
561,影片對話,"A哥（政策派／冷靜分析）：
「這次護照問題，其實不是第一天了。根據外交部的說法，今年申請量暴增，有望突破180萬本，但護照的製作牽涉國際供應鏈，不是想印就馬上有的，這跟你影印報告紙張用完是不一樣的事情...",468,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,public_pressure,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
562,影片對話,"名嘴A（資深財經評論員）：
這根本是「金融版的宮鬥劇」！川普公開嗆鮑爾是「大魯蛇」，還說他是「慢半拍先生」，你有聽過哪一國元首用這種詞羞辱自己任命的央行總裁？更扯的是，他這不是發牢騷，是在逼聯準會就範...",382,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
563,影片對話,"A名嘴（財經背景，語氣犀利）：
你知道這一瓶紐乳從紐西蘭來的時候成本才38塊？結果台灣超市賣129？差不多是貼一張「智商稅」標籤在瓶身上賣你啦。關稅都取消了，價錢還飆三倍，是誰在中間偷笑？進口商賺一手...",300,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
564,影片對話,"名嘴A（資深法治評論人）
你問我這案子最荒謬在哪？不是他炒股賺4.4億，是法院居然讓一個「有前科、有逃亡紀錄」的人，在最高法院審理中…就這樣把電子腳鐐拿掉，還加保2千萬？這是在變相買自由吧！

🗣 名...",393,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
565,影片對話,"陳揚青（前政務官）：
我跟你講啦，這封信一曝光，整件事根本藏不住了。提醒內容都寫「不要讓人覺得早寫好」，還要「更新數據」，這不就等於承認「早就寫好了」？不然你叫我怎麼信這政府是現在才開始動筆的？

林...",281,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
566,影片對話,"名嘴A（社會法治背景）
「今天這個案子讓我們看到一個很關鍵的問題：問問題也會被抓？但我們要釐清，這不是單純提問，而是在PTT、公開平台上發布敏感且未經查證的訊息。根據警方說法，她不是轉傳，是自己臆測，...",271,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.15000000000000002,crisis_response,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
567,影片對話,"名嘴A（資深評論員／偏理性）：
「你說現在的年輕人瘋槓桿，但我們也不能只怪他們愛賭、愛衝，問題是整個社會給他們什麼選項？一個年輕警員領個七萬八萬，看到期貨一天可以賺幾十萬，哪個不心動？」

名嘴B（火...",401,0.7975954877622099,0.08530433024194758,0.5971303116936331,0.33,0.33,0.34,0.85,0.7,0.0,0.1,public_pressure,0,0.8907974207874183,0.12529860295531073,0.14190914493245804,0.0027893759420179395,0.8907974207874186,1.63969377638667e-33,0.5363189683149674,0.22455417212849266,0.6170168814072177,2,8,6,True,quantum_frames_v1.0
568,影片對話,"名嘴A（律師背景）：
這位法務部長鄭銘謙講話太誠實了吧？一口氣爆了兩顆震撼彈，一是把《鏡週刊》講成「鏡檢」，二是直接說出「北檢在忙政治」。這不是我們質疑的，是你法務部長自己說出來的！

名嘴B（資深媒...",315,0.0,0.2862060538035812,0.9581680931685117,0.33,0.33,0.34,0.0,0.7700000000000001,0.0,0.05,crisis_response,0,0.7738141041863292,0.15863506975252972,0.2902649302474704,0.004854524239765597,0.7738141041863292,0.000976562500000001,0.3998186104245317,0.38819008295714874,0.5291470347936705,2,8,6,True,quantum_frames_v1.0
569,影片對話,"名嘴A（冷眼評論派）：
現在的問題不是買不買房，而是**搞不清楚自己的實力在哪裡就硬上！**你一個月收入不到9萬，去扛每月房貸4萬，還要養小孩、繳保險、付車貸，這不是在成家，是在押寶人生。一旦其中一人...",467,0.8218326987162923,0.08057183320747964,0.5640028324523574,0.33,0.33,0.34,0.85,0.7,0.1,0.1,public_pressure,0,0.8837741361441087,0.12548367867751,0.1362028325549187,0.002875451129437684,0.8837741361441088,1.6936044029213745e-33,0.5335096544576434,0.22319255279354058,0.6146465015610707,2,8,6,True,quantum_frames_v1.0
570,影片對話,"名嘴A（偏正方、民主深化派）
「法庭直播其實是必要的啦！現在司法不信任感這麼高，關起門來審判，只會讓社會更懷疑。公開透明，是對法官、檢察官、辯護人，乃至被告的共同保障。」

名嘴B（偏反方、實務警示派...",389,0.7975954877622099,0.08530433024194758,0.5971303116936331,0.33,0.33,0.34,0.85,0.7,0.0,0.1,crisis_response,0,0.8907974207874183,0.12529860295531073,0.14190914493245804,0.0027893759420179395,0.8907974207874186,1.63969377638667e-33,0.5363189683149674,0.22455417212849266,0.6170168814072177,2,8,6,True,quantum_frames_v1.0
571,影片對話,"「坦白說啦，今天無論是凱道怒吼，還是府前喊話，從頭到尾其實都證明了一件事——台灣還是有聲音、有空間的地方。有人能舉旗子抗議，有人能上台嗆聲，有人能開記者會反擊，這就叫民主。」

名嘴B（犀利派）：
「...",329,0.0,0.29364678294330654,0.955913995538849,0.33,0.33,0.34,0.0,0.765,0.0,0.15000000000000002,proactive_planning,0,0.7777558983882271,0.15895886636883555,0.2899411336311647,0.004767031362291113,0.7777558983882271,0.000976562500000001,0.4013953281052909,0.38743469535879094,0.5311826912178806,2,8,6,True,quantum_frames_v1.0
572,影片對話,"名嘴A（冷靜理性型）：
「大家在吵投書錯誤，但你去急診室看看——病人排爆、護理師倒地，這叫沒事？台灣醫療體系是被數字害的，還是被忽視害的？」

名嘴B（尖銳諷刺型）：
「拜託，58.2%的死亡率？數字...",266,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.05,normal,0,0.7495159484690023,0.15691497013912345,0.29198502986087665,0.005411086596199583,0.749515948469002,0.000976562500000001,0.39009934813760094,0.39260873299190024,0.5166539370123258,2,8,6,True,quantum_frames_v1.0
573,影片對話,"名嘴A（藥師派）：
「賣藥不是賣茶葉蛋。修幾門課、實習一年就能上線，這不是在救中藥行，是在開公共安全的玩笑。」

🗣️ 名嘴B（中藥行派）：
「中藥行是要活下去，不是想偷賣毒藥！枸杞、菊花這種藥食兩用...",388,0.0,0.27881019486395553,0.960346226753624,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.0,0.7749999999999999,0.0,0.05,normal,1,0.6831528259059795,0.03688244520718825,0.24311755479281189,0.0075605858882876065,0.6831528259059796,0.000976562500000001,0.4835540991123918,0.37291085812533964,0.49324587074442744,2,8,6,True,quantum_frames_v1.0
574,影片對話,"名嘴A（偏綠）：
「林志潔的告發，不是無的放矢。選舉動員如果涉及外籍人士，本來就踩到法律紅線！你要是無辜，就出來講清楚，別只會發新聞稿。」

名嘴B（偏藍）：
「拜託！新住民也拿身分證了，叫人家移工，...",271,0.0,0.33532466552664414,0.9421026317177148,0.33,0.33,0.34,0.0,0.7375,0.0,0.1,normal,0,0.7987973680510675,0.1609428411590138,0.2879571588409864,0.004316103660828166,0.7987973680510676,0.000976562500000001,0.409811915970427,0.3831675254406276,0.5421002210073366,2,8,6,True,quantum_frames_v1.0
575,影片對話,"【名嘴A】：「李泳知這次真的笑死我，她看到那片吐司一臉疑惑，吐槽說『材料裡根本沒有前男友』，那個表情真的超級真！」
【名嘴B】：「其實這就是網路文化代溝啦，『前男友吐司』是韓國迷因，故事是女生懷念前男...",232,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
576,影片對話,"名嘴A（理性派）：
「這次西班牙和葡萄牙的大停電，其實是一記很沉重的警鐘。現代城市系統過度集中在少數電網，任何一個連結出問題，癱瘓效應立刻擴散。尤其在歐洲這種跨國網絡密集的地區，風險是倍數放大的。」
...",420,0.0,0.3491090231729478,0.9370821148326491,0.33,0.33,0.34,0.0,0.7285714285714285,0.0,0.15000000000000002,crisis_response,0,0.8053723645603098,0.16166402836851976,0.28723597163148046,0.004181404245901261,0.8053723645603099,0.000976562500000001,0.41244191457412394,0.3817366036064411,0.5455319567038589,2,8,6,True,quantum_frames_v1.0
577,影片對話,"A名嘴（醫療財務專家）
：「賴總統拋『各區自收自管』這件事，基本精神我給80分。從財務角度來說，地方收支自主，可以刺激各地更精算醫療支出，避免像現在健保中央帳戶黑洞化。」

B名嘴（公共衛生政策專家）...",454,0.0,1.0,0.0,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.0,0.0,0.0,0.1,normal,1,0.7737456957543669,0.25200000000000006,0.028000000000000018,0.014480437500000002,0.773745695754367,0.0004882812500000005,0.4296447626767468,0.1619893579008734,0.5366193322521835,2,7,6,True,quantum_frames_v1.0
578,影片對話,"名嘴A（能源政策評論員）：
坦白說，台灣現在這步「非核家園」，其實是政治正確大於能源現實。核三二號機一停，我們火力發電占比飆到84%，這不只是環境的問題，更是電價與供電穩定的警訊。

名嘴B（綠能倡議...",306,0.0,0.2911616157826961,0.9566738804288584,0.33,0.33,0.34,0.0,0.7666666666666666,0.0,0.1,normal,0,0.7764456624360343,0.15884971042415544,0.2900502895758447,0.0047960165698568025,0.7764456624360344,0.000976562500000001,0.4008712337244138,0.3876871407721353,0.5305057420528483,2,8,6,True,quantum_frames_v1.0
579,影片對話,"名嘴A（文化評論人，偏中間偏暖）：
「石頭這次移居英國，我覺得根本不用大驚小怪。他本來就留學英國，對當地生活熟悉，孩子也已經青春期，這樣的決定合情合理。而且你看他太太狗狗分享倫敦生活、陪孩子成長，反而...",576,0.0,0.3036357919383363,0.9527881747030551,0.33,0.33,0.34,0.0,0.7583333333333333,0.0,0.15000000000000002,proactive_planning,0,0.7829588416795649,0.1594078842802557,0.2894921157197446,0.004652919857775014,0.7829588416795652,0.000976562500000001,0.403476505421826,0.38641822826480043,0.5338739664458337,2,8,6,True,quantum_frames_v1.0
580,影片對話,"名嘴A（偏綠、學者型）：
「我們今天要談的是，台電基層員工在5月1日發起的『草綠T行動』，地點就在經濟部門口。這不是一般抗議，是第一次由國營企業內部員工公開挑戰能源政策，矛頭直指政府對綠電的過度投資與...",456,0.0,0.2921550953826949,0.9563709532613005,0.33,0.33,0.34,0.0,0.766,0.1,0.1,proactive_planning,0,0.7769702045023577,0.15889322530592076,0.2900067746940793,0.004784400835754475,0.7769702045023577,0.000976562500000001,0.4010810505509431,0.3875862413183488,0.530776716062363,2,8,6,True,quantum_frames_v1.0
581,影片對話,"名嘴A（政論主持人，偏中間）
「最近台灣網路上一個奇特現象，‘綠共’這個詞突然消失，說是中國禁了，微博刪光光，台灣也跟著靜音，連PTT都變安靜了，這合理嗎？到底是我們自我審查，還是某種‘同步指令’下來...",551,0.0,0.32638254679856876,0.945237765403647,0.30000000000000004,0.6000000000000001,0.10000000000000002,0.0,0.7433333333333333,0.0,0.1,normal,1,0.7077433640663743,0.04026674054958304,0.23973325945041693,0.006787202571371117,0.7077433640663744,0.0009765625000000009,0.4933903143765497,0.3679422740989604,0.5062179988931038,2,8,6,True,quantum_frames_v1.0
582,影片對話,"名嘴A（資安專家／務實批判）
「其實這已經不是第一次看到這種『警察抓得要死、主管機關躲起來』的情況了。詐防條例都立法了，法源清清楚楚，罰則也寫在那，問題是：誰來執行？數發部現在的說法像是『我眼睛沒看到...",259,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
583,影片對話,"名嘴A（醫界代表，外科背景）：
「這根本就是一場制度殺人案。泰爾茂這個凝膠，是主動脈手術的救命武器，一塗下去針孔止血、手術成功率大增，兩年來醫界口碑極好。結果健保用一個近乎砍價砍到骨頭的價格納入給付，...",433,0.0,0.33148599501256,0.9434601396511317,0.33,0.33,0.34,0.0,0.7399999999999999,0.1,0.15000000000000002,crisis_response,0,0.796932470034997,0.16074783785939434,0.2881521621406059,0.004354880672379087,0.796932470034997,0.000976562500000001,0.4090659567639988,0.3835639343431889,0.5411287713393773,2,8,6,True,quantum_frames_v1.0
584,影片對話,大家當然可以為剴剴案發聲，這是民主社會的基本。但你看這波社群操作，有中國人手舉白紙、註明From China，還搭配AI生成圖文，這真的單純嗎？這不是在聲援，是在拉仇恨值、製造內部分裂。國安單位示警是...,229,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
585,影片對話,"丘秀珠指控詹姆士沒出資卻拿最大股，現在又說「產品與我無關」，這種抽身說法真的太傷人情味了，也很難讓粉絲買單。

B名嘴（法律觀察家）：
詹姆士有發五點聲明澄清，強調他沒有出資義務，且對方是主導經營的人...",129,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,proactive_planning,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
586,影片對話,"名嘴A（偏綠，戰略派）：
我覺得台灣這次選擇主動紀念歐戰結束，是在打破中國壟斷的抗戰敘事權。抗日的是中華民國，不是中共。現在中共整天說什麼勝利是他們贏的，荒謬至極。台灣站出來講清楚歷史，順便提醒全世界...",469,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.1,0.1,normal,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
587,影片對話,"名嘴A（經貿學者）
台灣被納入首批對等關稅談判名單，是一件戰略上值得關注的事。你看四個優先談判國：日、韓、越、台。我們是唯一沒簽FTA卻在供應鏈最核心的，代表美國對台灣的角色有非常明確的定位。

名嘴...",375,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,public_pressure,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
588,影片對話,"A名嘴（資深教育評論人）：
「UAE這次的AI課程改革不是空話，它直接從四歲就讓小孩進入AI邏輯世界。你去看他們的課綱，連資料偏誤、AI倫理都有涵蓋。這不是教小孩怎麼打開ChatGPT，是要培養『AI...",601,0.0,0.39391929857916774,0.9191450300180579,0.7058823529411764,0.23529411764705882,0.058823529411764705,0.0,0.7,0.0,0.15000000000000002,proactive_planning,1,0.7583936279671957,0.018185373871371084,0.20672812093831766,0.009431025405066141,0.758393627967196,0.0004882812500000005,0.5135039355618782,0.3663942382959722,0.5379976741709345,2,7,6,True,quantum_frames_v1.0
589,影片對話,"名嘴A（偏藍）：
我必須講白一點，這22.99公噸的澳洲豬肉，不只是豬肉，那是政治信號彈！今天不是檢驗數據過不過關的問題，而是政府到底想不想讓民眾有選擇權。如果你真的重視食安，為什麼到現在還沒有強制標...",395,0.7747283842635369,0.07747283842635369,0.6275299912534649,0.33,0.33,0.34,0.8,0.8099999999999999,0.1,0.15000000000000002,proactive_planning,0,0.8953796757828809,0.12509121413101493,0.1473256599337515,0.0027391069693956105,0.895379675782881,1.6847781042490697e-33,0.5381518703131524,0.18344548864127397,0.6182247059046903,2,8,6,True,quantum_frames_v1.0
590,影片對話,"甲（財經專家）
老實說，這次台幣升值來得又急又猛，盤中破29已經是警訊。賴總統出來講話固然穩定人心，但講的東西，說白了就是央行的講稿再包裝一遍。匯率問題，本質還是資金流向與政策預期，現在川普的對等關稅...",480,0.836631335965114,0.07746586444121424,0.5422610510884995,0.33,0.33,0.34,0.9,0.6999999999999998,0.1,0.1,normal,0,0.8783639810224644,0.1256643533802677,0.1326510282868793,0.0029456209232078118,0.8783639810224646,1.6267061275920652e-33,0.5313455924089858,0.23714560666609685,0.6126517848538564,2,8,6,True,quantum_frames_v1.0
591,影片對話,"評論人A（法律背景）：

「以現行民法與刑法來看，這案子若司機無法提供實際損壞證明，卻要求高額賠償，加上『舔乾淨』的言詞，恐怕已經踩線。不僅可能構成恐嚇，甚至有詐欺未遂之虞。」

評論人B（汽車工程師...",316,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.1,crisis_response,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
592,影片對話,"名嘴A（法律系教授）：
這起事件說穿了，是法律解釋與制度設計的僵化。根據《兩岸人民關係條例》第21條，大陸地區人民設籍需滿20年才能任職於國防機關。問題是，這名學生根本沒有大陸戶籍，他父母是台灣人，只...",533,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,crisis_response,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
593,影片對話,"A名嘴（政經評論員）：
坦白講，郭智輝這場密宴，就算是「自費」，也擋不住公私不分的質疑。22萬耶！設在自己創辦的餐廳、招待AIT，這種安排怎麼看都踩線。他是現任經濟部長，不是民間企業老闆。你說你請客，...",310,0.0,0.2973836590439025,0.954758063246213,0.33,0.33,0.34,0.0,0.7625,0.0,0.05,crisis_response,0,0.7797141984067777,0.15912491373080812,0.28977508626919213,0.0047238940145289095,0.7797141984067779,0.000976562500000001,0.4021786481127111,0.38705478668862,0.5321950506995505,2,8,6,True,quantum_frames_v1.0
594,影片對話,"第一輪：
「我們要釐清一件事——大學課程本來就鼓勵學生批判思考，影像敘事課題當然可以涵蓋政治議題。重點是老師有沒有給選擇權？有沒有提供其他主題？如果是開放性的作業，只是鼓勵關注社會，那就是學術自由；但...",399,0.0,0.39391929857916774,0.9191450300180579,0.33,0.33,0.34,0.0,0.7,0.0,0.1,crisis_response,0,0.8254276656099117,0.16424065472796615,0.284659345272034,0.0037916276801008685,0.8254276656099118,0.000976562500000001,0.4204640349939647,0.3769813469620328,0.5560749325005491,2,8,6,True,quantum_frames_v1.0
595,影片對話,"「一名越南籍移工搭台鐵遺失裝有400萬元的提袋，聲稱部分是存款、部分是向友人借來償還姐夫欠款。不過警方懷疑可能涉及地下匯兌或非法打工，事件引發熱議。」

🔹第一輪
名嘴A（國際勞工研究者）：
「從勞動...",316,0.0,1.0,0.0,0.05932203389830508,0.3305084745762712,0.6101694915254238,0.0,0.0,0.1,0.1,crisis_response,1,0.9400675590026513,0.26098822177535197,0.4085033036483769,0.017289649198240234,0.9400675590026513,0.0002441406250000003,0.49610026578856053,0.19665833639965039,0.5884063609591502,2,6,6,True,quantum_frames_v1.0
596,影片描述,台灣麥當勞於今（19日）發表最新聲明，針對去年底發生的職場性侵案，首次公布「3大安心作為」，並承諾加強員工保護機制，提升企業責任。董事長李昌霖發表公開信，強調「沒有任何藉口，企業必須檢討！」，承諾確保...,231,0.9749010050357849,0.22263878902881348,0.0,0.621301775147929,0.3076923076923077,0.07100591715976332,0.7919999999999999,0.0,0.1,0.05,crisis_response,6,0.6954374012985143,0.42591646374975156,0.0,0.01083384032977601,0.6954374012985143,0.0004882812500000005,0.48832144489440565,0.3821044004245908,0.4626818922743068,2,7,6,True,quantum_frames_v1.0
597,影片描述,台北市萬華區一對清潔隊工作的吳姓夫妻，因涉嫌私自將回收物品轉贈朋友，觸犯《貪污治罪條例》，台北地檢署已正式起訴。然而，案件涉及的不法金額僅新台幣 3.87 元，引發社會廣泛討論。 檢察官表示，根據法律...,210,0.0,0.30614492927014736,0.9519849170455258,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.0,0.7566666666666665,0.1,0.1,crisis_response,1,0.7360673960930212,0.20448834679072597,0.2725815208608592,0.005639742443163124,0.7360673960930211,0.000976562500000001,0.5047199271872085,0.3770333504401857,0.5138103626243387,2,8,6,True,quantum_frames_v1.0
598,影片描述,Google 近日向全球 18 億 Gmail 用戶發布**「紅色警報」**，警告 AI 驅動的詐騙手法正在猖獗，台灣民眾務必提高警覺！這類詐騙手法會透過 AI 偽造電話和電子郵件，讓用戶誤以為 Gm...,284,0.0,1.0,0.0,0.06722689075630253,0.2773109243697479,0.6554621848739496,0.0,0.0,0.1,0.1,public_pressure,1,0.8904279309361243,0.2489937151331121,0.4736953604971402,0.01955800113873722,0.8904279309361245,0.00024414062500000016,0.4762444145619497,0.18786458675659348,0.5505481355561341,2,6,6,True,quantum_frames_v1.0
599,影片描述,台灣男子涉嫌走私22公斤古柯鹼入境日本 遭羽田機場海關查獲 日本東京羽田機場海關近期查獲 台灣男子夏正泰 涉嫌 從加拿大走私22公斤古柯鹼入境日本，市值約 5億5000萬日圓（約1億1346萬台幣），...,145,0.0,1.0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,normal,1,0.9261207468397953,0.28,0.41999999999999993,0.017873437500000002,0.9261207468397954,0.00024414062500000027,0.4905215409234181,0.19416086811795905,0.5791336156073977,2,6,6,True,quantum_frames_v1.0
600,影片描述,近日，中國復旦大學的一項研究揭示，AI 已具備自主複製的能力，甚至可以規避關機，讓人類對 AI 失去控制的風險急遽升高。該研究測試 Meta 和阿里巴巴開發的兩款大型語言模型，發現它們能夠在無人干預的...,162,0.7098329681191552,0.08229947456453973,0.6995455337985876,0.33,0.33,0.34,0.75,0.85,0.1,0.05,crisis_response,0,0.9010908182467243,0.1252609890090571,0.16193906085339937,0.002677060062696471,0.9010908182467243,1.6206943826918406e-33,0.5404363272986897,0.2115566936806931,0.6181575969526822,2,8,6,True,quantum_frames_v1.0
601,影片描述,資深媒體人謝寒冰於今（17）日爆料，指稱聯華電子（聯電）創辦人曹興誠在2015年與一名小他近40歲的中國女子單忠華發生婚外情，並公開疑似兩人親密照。曹興誠隨後回應，強調AI時代任何圖片都可能被造假，並...,251,0.7210957206820436,0.09156771056279918,0.6867578292209938,0.12280701754385963,0.45614035087719296,0.4210526315789473,0.75,0.75,0.0,0.05,crisis_response,2,0.8529186635573164,0.08526553677754083,0.0959531164483244,0.0033354991018359967,0.8529186635573165,1.5273994713217391e-33,0.6411674654229266,0.1722514822623813,0.6072687084889934,2,8,6,True,quantum_frames_v1.0
602,影片描述,台灣知名YouTuber Joeman（九妹） 近日因找來孫生（反骨男孩成員） 參與《分手擂台》節目而掀起軒然大波。孫生因性騷擾案被判刑，形象嚴重受損，然而 Joeman 仍邀請他參與節目，引發網友強...,179,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.05,normal,0,0.7495159484690023,0.15691497013912345,0.29198502986087665,0.005411086596199583,0.749515948469002,0.000976562500000001,0.39009934813760094,0.39260873299190024,0.5166539370123258,2,8,6,True,quantum_frames_v1.0
